loc,text,
intro,"Sou conservacionista e analista de sistemas de informações geográficas (SIG) com experiência em planejamento sistemático de conservação, análise de conectividade, projetos de corredores ecológicos e ecologia de paisagem. Tenho amplo interesse em Ecologia, Biologia da Conservação e Análise de Dados, especialmente em planejamento territorial para conservação da biodiversidade, visando diminuir a potencial redução do risco de extinção de espécies.","I am a conservationist and GIS analyst with experience in systematic conservation planning, connectivity analysis, ecological corridor projects, and landscape ecology. I have a broad interest in Ecology, Conservation Biology, and Data Analysis, especially in land planning for biodiversity conservation, aiming to decrease the potential reduction in species extinction risk."
